gesture_id,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.0,0.0,-0.03521573543548580,-0.04624718427658080,-0.0501936674118042,-0.11495769023895300,-0.026629090309143100,-0.1765643060207370,-0.0012281537055969200,-0.21308934688568100,-0.05187046527862550,-0.1964312493801120,-0.06235337257385250,-0.2849169671535490,-0.06596732139587400,-0.3375614881515500,-0.06777369976043700,-0.38321712613105800,-0.025538742542266800,-0.20316946506500200,-0.03882956504821780,-0.29920291900634800,-0.04756265878677370,-0.35781919956207300,-0.0519641637802124,-0.40583541989326500,0.0027956366539001500,-0.19067686796188400,-0.001471400260925290,-0.2194894552230840,-0.007993698120117190,-0.16038769483566300,-0.010559022426605200,-0.11686438322067300,0.02911621332168580,-0.16564279794693000,0.024073779582977300,-0.20519539713859600,0.01445990800857540,-0.16672146320343000,0.007979094982147220,-0.13141274452209500
0,0.0,0.0,-0.036379337310791000,-0.03838855028152470,-0.05492490530014040,-0.10570657253265400,-0.035038769245147700,-0.1690543293952940,-0.010333716869354200,-0.2075689136981960,-0.05517137050628660,-0.19318825006485000,-0.06945335865020750,-0.27971649169921900,-0.07505947351455690,-0.3348008096218110,-0.0783434510231018,-0.3817405700683590,-0.028940856456756600,-0.19973620772361800,-0.04651236534118650,-0.29430121183395400,-0.05736863613128660,-0.3514454960823060,-0.063892662525177,-0.40025483071804000,-0.00038379430770874000,-0.1872892677783970,-0.008193552494049070,-0.22123456001281700,-0.013386785984039300,-0.15961429476738000,-0.014990270137786900,-0.11564892530441300,0.02722543478012090,-0.16158118844032300,0.017849087715148900,-0.20317339897155800,0.008908271789550780,-0.16164463758468600,0.003179192543029790,-0.12526291608810400
0,0.0,0.0,-0.03837859630584720,-0.0313948392868042,-0.06251978874206540,-0.09632223844528200,-0.04664003849029540,-0.16339558362960800,-0.022319257259368900,-0.20661354064941400,-0.06122869253158570,-0.19149136543273900,-0.07812505960464480,-0.2779393494129180,-0.08569765090942380,-0.33368223905563400,-0.09006237983703610,-0.3823074698448180,-0.034478724002838100,-0.19960778951644900,-0.0555911660194397,-0.29488658905029300,-0.06897789239883420,-0.3517535328865050,-0.07824277877807620,-0.4014238119125370,-0.004738330841064450,-0.18970096111297600,-0.01588892936706540,-0.22483953833580000,-0.020235180854797400,-0.15880265831947300,-0.021382808685302700,-0.11036938428878800,0.024477839469909700,-0.1661483347415920,0.010790109634399400,-0.2060588002204900,0.0013620257377624500,-0.15950557589530900,-0.004593312740325930,-0.11771011352539100
0,0.0,0.0,-0.0410386323928833,-0.024375617504119900,-0.07063537836074830,-0.08512914180755620,-0.06172502040863040,-0.15599796175956700,-0.041607558727264400,-0.20584827661514300,-0.07149028778076170,-0.18795844912529000,-0.09482383728027340,-0.2692222595214840,-0.1063726544380190,-0.32315370440483100,-0.11390215158462500,-0.37092792987823500,-0.04534214735031130,-0.20129993557930000,-0.07381302118301390,-0.2962120771408080,-0.09178310632705690,-0.3529687225818630,-0.10473018884658800,-0.40378743410110500,-0.014496982097625700,-0.1959231197834020,-0.03173398971557620,-0.2261340320110320,-0.03408128023147580,-0.1544138491153720,-0.032891154289245600,-0.10432738065719600,0.016407489776611300,-0.176018625497818,-0.003051280975341800,-0.21271240711212200,-0.01146477460861210,-0.15945759415626500,-0.015243291854858400,-0.11414074897766100
0,0.0,0.0,-0.043174028396606400,-0.014250993728637700,-0.0788646936416626,-0.06727677583694460,-0.07403576374053960,-0.14025193452835100,-0.05695086717605590,-0.1925666630268100,-0.08467209339141850,-0.1757775843143460,-0.11564165353775000,-0.25951462984085100,-0.13213080167770400,-0.3148207664489750,-0.14301657676696800,-0.3660880923271180,-0.05862009525299070,-0.1935419738292690,-0.09521239995956420,-0.28645479679107700,-0.11792731285095200,-0.342693030834198,-0.13365262746810900,-0.3949128985404970,-0.026664555072784400,-0.19351255893707300,-0.04761749505996700,-0.22231143712997400,-0.046080946922302200,-0.14580121636390700,-0.04022371768951420,-0.09191703796386720,0.005719900131225590,-0.1790965497493740,-0.019614100456237800,-0.2108677625656130,-0.025024354457855200,-0.15494376420974700,-0.024205684661865200,-0.10945439338684100
0,0.0,0.0,-0.037557005882263200,-0.04956364631652830,-0.055980384349823,-0.12154790759086600,-0.03150743246078490,-0.19103026390075700,-0.0018898844718933100,-0.23502686619758600,-0.05621403455734250,-0.20301339030265800,-0.0702546238899231,-0.29920703172683700,-0.07588374614715580,-0.3573460578918460,-0.07888126373291020,-0.40754176676273300,-0.029011666774749800,-0.21233344078064000,-0.04532414674758910,-0.3177149295806890,-0.056192755699157700,-0.3812801092863080,-0.06116122007370000,-0.4325997829437260,0.0006380677223205570,-0.20039966702461200,-0.00434112548828125,-0.2349134087562560,-0.012056469917297400,-0.16974806785583500,-0.013928055763244600,-0.12148129940033000,0.028731048107147200,-0.17540276050567600,0.019854187965393100,-0.21828410029411300,0.01012188196182250,-0.17693668603897100,0.0054863691329956100,-0.1389615535736080
0,0.0,0.0,-0.035622239112854000,-0.05120134353637700,-0.05045187473297120,-0.12065240740776100,-0.0239565372467041,-0.18310138583183300,0.004117250442504880,-0.22317367792129500,-0.051822125911712600,-0.20316913723945600,-0.06174743175506590,-0.2967115640640260,-0.06441855430603030,-0.35289302468299900,-0.06555229425430300,-0.40207844972610500,-0.02415567636489870,-0.21049341559410100,-0.03681206703186040,-0.3138618767261510,-0.04463696479797360,-0.37597303092479700,-0.04845905303955080,-0.4266331344842910,0.004876434803009030,-0.19558224081993100,0.0009183883666992190,-0.2319386899471280,-0.00534898042678833,-0.17143243551254300,-0.007287502288818360,-0.12744858860969500,0.0312461256980896,-0.16667354106903100,0.024792015552520800,-0.20865079760551500,0.015369713306427000,-0.16756919026374800,0.010520100593566900,-0.1304093599319460
0,0.0,0.0,-0.027274906635284400,-0.05569964647293090,-0.030611097812652600,-0.13427883386611900,0.002660095691680910,-0.1906621754169460,0.03368490934371950,-0.2215198278427120,-0.03105330467224120,-0.20767992734909100,-0.03178000450134280,-0.29727452993392900,-0.031034469604492200,-0.3522781729698180,-0.030033230781555200,-0.39974014461040500,-0.0033111572265625,-0.20775631070137000,-0.004019379615783690,-0.3072406053543090,-0.007119238376617430,-0.3679560720920560,-0.007746219635009770,-0.41943633556366000,0.02353060245513920,-0.18653327226638800,0.0302886962890625,-0.22773703932762100,0.017199337482452400,-0.17082300782203700,0.008946657180786130,-0.1305864155292510,0.046137452125549300,-0.15306797623634300,0.04945641756057740,-0.1961376965045930,0.037014007568359400,-0.15894925594329800,0.028848230838775600,-0.12660732865333600
0,0.0,0.0,-0.036064743995666500,-0.05195260047912600,-0.049053311347961400,-0.12346771359443700,-0.02410024404525760,-0.1869407296180730,0.002100646495819090,-0.223215252161026,-0.05204862356185910,-0.19600826501846300,-0.06322687864303590,-0.2869715690612790,-0.06741344928741460,-0.3439314365386960,-0.07013708353042600,-0.3924250155687330,-0.024606168270111100,-0.20337575674057000,-0.03845977783203130,-0.30337709188461300,-0.04717588424682620,-0.36412419378757500,-0.052921950817108200,-0.4148107171058660,0.004130423069000240,-0.19078299403190600,0.001547694206237790,-0.22710159420967100,-0.004420101642608640,-0.1726287305355070,-0.007380664348602300,-0.13002032041549700,0.03053230047225950,-0.16561883687973000,0.025729000568389900,-0.2093784213066100,0.015379071235656700,-0.17616713047027600,0.008402466773986820,-0.1426025629043580
0,0.0,0.0,-0.042444705963134800,-0.03844714164733890,-0.0661279559135437,-0.11184355616569500,-0.04746752977371220,-0.18895578384399400,-0.02047353982925420,-0.23739942908287000,-0.07257848978042600,-0.19398319721221900,-0.09269410371780400,-0.279197633266449,-0.10324686765670800,-0.33299124240875200,-0.11154639720916700,-0.3819136321544650,-0.045243024826049800,-0.20863711833953900,-0.06901818513870240,-0.3077811002731320,-0.08343631029129030,-0.36644411087036100,-0.093056321144104,-0.41990184783935500,-0.012800395488739000,-0.20224684476852400,-0.022438883781433100,-0.2403934895992280,-0.024886488914489700,-0.17157426476478600,-0.02407771348953250,-0.12374377250671400,0.019840717315673800,-0.18080845475196800,0.0060842037200927700,-0.22149884700775100,-0.0002448558807373050,-0.1727624535560610,-0.00117415189743042,-0.1334112584590910
